known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
"['data-structures', 'queue', 'fibonacci']",hashmap,set,recursion,linked-list,string-substitution
"['algorithm', 'data-structures', 'list']",optimization,sorting,tree,memory-management,boolean
['list'],algorithm,optimization,sorting,memory-management,data-structures
"['graph', 'list']",optimization,sorting,hash,recursion,data-structures
"['hash', 'multidimensional-array', 'arrays']",set,memory-management,optimization,recursion,sorting
"['algorithm', 'string', 'code-complexity']",optimization,graph,probability,list,sorting
"['string-concatenation', 'substring', 'string', 'arrays', 'graph', 'big-o', 'sorting', 'list']",artificial-intelligence,algorithm,optimization,complexity-theory,boolean-logic
['string'],arrays,algorithm,optimization,list,sorting
['string'],arrays,algorithm,optimization,list,sorting
"['algorithm', 'arrays', 'fifo']",optimization,data-structures,memory-management,binary-tree,sorting
"['artificial-intelligence', 'algorithm', 'string', 'a-star', 'dijkstra', 'graph', 'shortest-path', 'path-finding']",graph-theory,heuristics,directed-graph,optimization,recursion
"['boolean', 'algorithm', 'string', 'hash', 'data-structures', 'arrays', 'memory-management', 'queue', 'recursion', 'quicksort', 'sorting', 'linked-list', 'list']",optimization,multidimensional-array,set,binary-tree,tree
['list'],algorithm,optimization,sorting,data-structures,recursion
"['algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'graph-algorithm', 'graph-theory']",sorting,artificial-intelligence,traveling-salesman,directed-graph,list
['hashmap'],hashtable,stack,multidimensional-array,queue,linked-list
"['complexity-theory', 'boolean-logic', 'boolean', 'heuristics', 'boolean-expression', 'algorithm', 'optimization', 'string-concatenation', 'hashcode', 'hashtable', 'string', 'hash', 'hashmap', 'binary-tree', 'data-structures', 'multidimensional-array', 'arrays', 'graph', 'traveling-salesman', 'heap-memory', 'memory-management', 'big-o', 'time-complexity', 'set', 'mergesort', 'bubble-sort', 'sorting', 'linked-list', 'list']",recursion,queue,tree,substring,stack
['string'],arrays,algorithm,optimization,list,sorting
"['string', 'hashmap', 'multidimensional-array', 'arrays', 'heap-memory', 'list']",algorithm,optimization,memory-management,stack,set
"['boolean', 'algorithm', 'optimization', 'sorting']",data-structures,recursion,hash,memory-management,tree
"['algorithm', 'optimization', 'hashcode', 'string', 'hash', 'data-structures', 'arrays', 'heap-memory', 'memory-management', 'stack-memory', 'sorting', 'list']",hashtable,tail-recursion,hashmap,binary-tree,recursion
"['algorithm', 'optimization']",data-structures,sorting,memory-management,boolean,recursion
"['algorithm', 'string', 'hash', 'memory-management']",optimization,list,data-structures,sorting,recursion
"['arrays', 'memory-management', 'list']",optimization,algorithm,hash,data-structures,sorting
"['algorithm', 'hash', 'arrays', 'graph']",artificial-intelligence,sorting,optimization,data-structures,recursion
[],algorithm,string,arrays,optimization,data-structures
['string'],arrays,algorithm,optimization,list,sorting
"['hashtable', 'hash', 'memory-management', 'bubble-sort']",linked-list,binary-tree,hashmap,heap-memory,priority-queue
['algorithm'],optimization,data-structures,sorting,memory-management,hash
['algorithm'],optimization,data-structures,sorting,memory-management,hashtable
"['algorithm', 'heap-memory', 'recursion']",optimization,data-structures,memory-management,sorting,stack-memory
['string'],algorithm,arrays,optimization,list,sorting
"['algorithm', 'string', 'hashmap', 'arrays', 'list']",optimization,memory-management,data-structures,sorting,hash
"['algorithm', 'optimization', 'string', 'set', 'combinatorics']",data-structures,list,graph,sorting,heuristics
[],algorithm,string,arrays,optimization,probability
"['data-structures', 'recursion']",hash,multidimensional-array,stack,boolean,substring
"['boolean-operations', 'algorithm', 'optimization', 'string', 'hash', 'multidimensional-array', 'arrays', 'sorting']",list,hashcode,recursion,data-structures,tail-recursion
"['boolean', 'hash']",recursion,multidimensional-array,substring,queue,set
"['queue', 'list']",multidimensional-array,memory-management,set,hash,optimization
"['complexity-theory', 'multidimensional-array', 'arrays', 'big-o']",optimization,data-structures,tree,artificial-intelligence,sorting
"['string', 'list']",arrays,algorithm,optimization,sorting,hash
['string'],algorithm,optimization,arrays,sorting,list
"['algorithm', 'data-structures', 'multidimensional-array', 'arrays']",memory-management,hash,optimization,sorting,recursion
"['string', 'hash', 'arrays', 'graph', 'sorting']",algorithm,optimization,recursion,list,data-structures
"['string', 'memory-management']",algorithm,optimization,list,hash,data-structures
['artificial-intelligence'],heuristics,graph-theory,boolean-logic,np-complete,probability
"['algorithm', 'data-structures', 'arrays']",optimization,sorting,memory-management,boolean,recursion
"['proof', 'algorithm', 'optimization', 'substring', 'hashtable', 'string', 'hash', 'hashmap', 'tree', 'data-structures', 'arrays', 'priority-queue', 'stack', 'queue', 'tail-recursion', 'recursion', 'sorting', 'linked-list', 'list', 'set-theory']",memory-management,heap-memory,binary-tree,heap,dynamic-programming
['optimization'],memory-management,hashtable,recursion,tree,boolean
['optimization'],memory-management,hashtable,boolean,recursion,hash
"['string', 'hash', 'graph']",artificial-intelligence,algorithm,sorting,optimization,recursion
"['algorithm', 'string', 'list']",arrays,optimization,sorting,data-structures,recursion
"['algorithm', 'knapsack-problem']",traveling-salesman,optimization,breadth-first-search,data-structures,sorting
"['algorithm', 'substring', 'string']",optimization,hash,memory-management,list,hashtable
[],algorithm,string,arrays,optimization,data-structures
['string'],algorithm,arrays,optimization,sorting,list
['sorting'],optimization,data-structures,hash,recursion,memory-management
"['algorithm', 'string', 'arrays', 'list']",optimization,sorting,data-structures,recursion,memory-management
[],algorithm,string,arrays,optimization,probability
"['artificial-intelligence', 'heuristics', 'boolean-expression', 'algorithm', 'optimization', 'hashcode', 'substring', 'hashtable', 'huffman-code', 'hashset', 'string', 'hash', 'hashmap', 'binary-search-tree', 'binary-tree', 'b-tree', 'multiway-tree', 'data-structures', 'arrays', 'a-star', 'path-finding', 'priority-queue', 'heap-memory', 'stack', 'memory-management', 'stack-memory', 'heap', 'queue', 'big-o', 'time-complexity', 'recursion', 'set', 'radix-sort', 'sorting', 'linked-list', 'list']",multidimensional-array,boolean,tree,graph,string-comparison
['list'],algorithm,optimization,sorting,data-structures,recursion
"['string', 'memory-management']",algorithm,hash,optimization,sorting,list
"['algorithm', 'string', 'tail-recursion', 'recursion']",optimization,data-structures,sorting,list,multidimensional-array
['sorting'],optimization,hash,data-structures,recursion,boolean
"['arrays', 'list']",algorithm,optimization,sorting,data-structures,memory-management
['string-comparison'],hashset,boolean-operations,boolean-expression,code-complexity,heuristics
"['optimization', 'string', 'memory-management', 'sorting', 'list']",algorithm,data-structures,hash,hashtable,linked-list
"['algorithm', 'optimization', 'string']",list,data-structures,sorting,memory-management,recursion
"['boolean', 'optimization', 'substring', 'string', 'hash', 'arrays', 'heap-memory', 'stack', 'memory-management', 'dynamic-arrays', 'sorting', 'linked-list']",algorithm,data-structures,list,recursion,set
"['proof', 'probability', 'np-complete', 'complexity-theory', 'subset-sum', 'halting-problem', 'turing-complete', 'algorithm', 'optimization', 'string', 'hash', 'b-tree', 'data-structures', 'priority-queue', 'memory-management', 'fibonacci-heap', 'heap', 'queue', 'time-complexity']",binary-tree,heap-memory,list,quicksort,tail-recursion
"['algorithm', 'optimization', 'string', 'b-tree', 'data-structures', 'arrays', 'memory-management', 'queue', 'linked-list', 'list']",sorting,recursion,hash,multidimensional-array,set
"['algorithm', 'arrays']",optimization,list,sorting,data-structures,recursion
['string'],algorithm,arrays,optimization,list,sorting
"['string', 'arrays', 'stack', 'memory-management', 'recursion', 'linked-list', 'list']",algorithm,optimization,data-structures,sorting,hash
"['directed-acyclic-graphs', 'tree', 'graph-theory']",path-finding,directed-graph,traveling-salesman,heuristics,graph-algorithm
"['algorithm', 'hash']",memory-management,optimization,data-structures,sorting,recursion
"['np-complete', 'linear-programming', 'artificial-intelligence', 'turing-complete', 'algorithm', 'optimization', 'hashtable', 'string', 'hashmap', 'data-structures', 'arrays', 'directed-graph', 'stack', 'recursion', 'combinatorics', 'sorting', 'list', 'amortized-analysis']",memory-management,probability,tree,heap-memory,binary-tree
"['algorithm', 'substring', 'arrays']",optimization,sorting,hash,memory-management,recursion
['arrays'],algorithm,optimization,list,sorting,data-structures
"['optimization', 'data-structures', 'arrays', 'priority-queue', 'memory-management']",binary-tree,sorting,hash,complexity-theory,quicksort
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'optimization', 'string', 'hash', 'arrays', 'graph-theory', 'memory-management', 'sorting', 'linked-list', 'list']",data-structures,recursion,partitioning,hashmap,boolean
"['algorithm', 'string', 'queue']",optimization,boolean,sorting,recursion,list
"['algorithm', 'optimization', 'substring', 'string-comparison', 'string', 'hash', 'data-structures', 'arrays', 'memory-management', 'queue', 'sorting', 'list']",boolean,recursion,hashtable,multidimensional-array,tree
"['complexity-theory', 'optimization', 'hashcode', 'hash-collision', 'string', 'hash', 'data-structures', 'arrays', 'memory-management', 'list']",algorithm,mathematical-optimization,sorting,substring,tail-recursion
['algorithm'],optimization,data-structures,sorting,memory-management,tree
"['optimization', 'string', 'arrays']",algorithm,list,sorting,data-structures,recursion
"['artificial-intelligence', 'algorithm', 'optimization', 'hashcode', 'hashtable', 'string-comparison', 'string', 'stack', 'memory-management', 'recursion', 'set', 'sorting', 'linked-list', 'list']",string-concatenation,data-structures,hash,boolean,queue
"['algorithm', 'optimization', 'string', 'hash', 'data-structures', 'sparse-matrix', 'arrays', 'graph', 'stack', 'memory-management', 'queue', 'sorting', 'list', 'set-theory']",recursion,multidimensional-array,string-concatenation,boolean,substring
"['string', 'set', 'list']",hash,recursion,optimization,algorithm,sorting
"['algorithm', 'optimization', 'arrays', 'linked-list', 'list']",data-structures,memory-management,sorting,tree,hashmap
['memory-management'],hash,recursion,hashtable,multidimensional-array,queue
"['algorithm', 'arrays', 'sorting', 'list']",optimization,data-structures,recursion,hash,boolean
"['boolean-expression', 'algorithm', 'optimization', 'substring', 'string', 'arrays', 'memory-management', 'time-complexity', 'set', 'sorting', 'list']",hash,data-structures,recursion,boolean,multidimensional-array
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,graph
"['algorithm', 'string', 'data-structures', 'sorting', 'list']",optimization,recursion,boolean,memory-management,hash
"['boolean', 'algorithm', 'optimization', 'hashcode', 'substring', 'string', 'data-structures', 'arrays']",hash,list,sorting,memory-management,recursion
['graph'],artificial-intelligence,heuristics,graph-theory,combinatorics,probability
"['optimization', 'string']",algorithm,list,sorting,recursion,data-structures
"['algorithm', 'substring', 'string', 'data-structures', 'list']",optimization,sorting,memory-management,hash,hashtable
"['string', 'list']",arrays,algorithm,optimization,sorting,data-structures
['algorithm'],optimization,data-structures,sorting,tree,memory-management
"['algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'a-star', 'dynamic-arrays', 'set', 'list']",memory-management,sorting,recursion,abstract-data-type,linked-list
['optimization'],memory-management,hash,recursion,hashtable,boolean
"['artificial-intelligence', 'algorithm', 'string-concatenation']",graph,optimization,sorting,hash,memory-management
