known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
"['probability', 'mathematical-optimization', 'linear-programming', 'algorithm', 'optimization', 'hashtable', 'string', 'hash', 'data-structures', 'arrays', 'graph-theory', 'graph', 'big-o', 'recursion', 'set', 'combinatorics', 'sorting', 'list']",sparse-matrix,a-star,backtracking,recursive-datastructures,graph-algorithm
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['optimization', 'string', 'data-structures']",memory-management,recursion,hash,hashtable,stack
['memory-management'],hash,hashtable,hashmap,recursion,boolean
"['optimization', 'data-structures', 'arrays']",memory-management,boolean,hash,linked-list,hashtable
"['probability', 'boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'hashcode', 'hashtable', 'string-comparison', 'huffman-code', 'string', 'hash', 'hashmap', 'tree-traversal', 'binary-tree', 'red-black-tree', 'doubly-linked-list', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'priority-queue', 'heap-memory', 'stack', 'memory-management', 'queue', 'big-o', 'fibonacci', 'recursion', 'set', 'quicksort', 'sorting', 'linked-list', 'list', 'set-difference']",selection-sort,recursive-datastructures,greatest-common-divisor,traveling-salesman,np-hard
"['hashtable', 'string', 'hashmap', 'memory-management', 'partitioning', 'list']",code-complexity,fifo,greedy,matrix-multiplication,heuristics
['artificial-intelligence'],heuristics,graph-theory,probability,boolean-logic,combinatorics
"['algorithm', 'tree']",graph-theory,partitioning,queue,graph,probability
"['boolean', 'optimization', 'substring', 'string', 'queue']",graph,artificial-intelligence,string-matching,boolean-logic,string-comparison
"['algorithm', 'hashtable', 'string']",stack,boolean-expression,boolean-logic,string-matching,fibonacci
"['stability', 'partitioning']",sparse-array,backtracking,string-substitution,recursive-datastructures,minimax
[],algorithm,string,arrays,optimization,probability
"['algorithm', 'optimization', 'hashtable', 'hashmap', 'multidimensional-array', 'arrays']",tree,queue,stack,linked-list,hashcode
"['probability', 'complexity-theory', 'boolean', 'artificial-intelligence', 'automata', 'backtracking', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'hashtable', 'string-matching', 'string', 'hash', 'string-algorithm', 'tree-traversal', 'binary-search-tree', 'tree', 'data-structures', 'multidimensional-array', 'sparse-matrix', 'arrays', 'dijkstra', 'graph-theory', 'graph', 'stack', 'memory-management', 'fifo', 'queue', 'dynamic-programming', 'big-o', 'partitioning', 'time-complexity', 'fibonacci', 'recursion', 'divide-and-conquer', 'set', 'binary-search', 'sorting', 'linked-list', 'list']",amortized-analysis,multiway-tree,adjacency-matrix,consistent-hashing,proof-of-correctness
"['algorithm', 'optimization', 'string-concatenation', 'string', 'multidimensional-array', 'arrays', 'recursion', 'sorting', 'list']",hashcode,stack,graph,string-matching,string-comparison
"['algorithm', 'string', 'stack']",tree,boolean-logic,hashcode,queue,boolean-expression
"['proof', 'mathematical-optimization', 'algorithm', 'string', 'breadth-first-search', 'tree-traversal', 'binary-tree', 'depth-first-search', 'data-structures', 'graph-theory', 'graph', 'stack', 'tail-recursion', 'combinatorics', 'sorting', 'list']",minimax,traveling-salesman,treenode,avl-tree,knapsack-problem
"['boolean', 'arrays', 'sorting']",queue,tree,multidimensional-array,graph,hashtable
['optimization'],memory-management,hash,recursion,boolean,hashtable
['optimization'],memory-management,recursion,hash,substring,hashtable
['algorithm'],optimization,data-structures,sorting,memory-management,complexity-theory
"['string-concatenation', 'string', 'arrays', 'stack', 'memory-management', 'recursion', 'sorting', 'linked-list', 'list']",string-comparison,queue,tree,hashset,hashcode
"['artificial-intelligence', 'heuristics', 'algorithm', 'optimization']",linear-programming,shortest-path,code-complexity,greedy,a-star
['string'],arrays,algorithm,optimization,list,sorting
[],algorithm,string,arrays,optimization,data-structures
['boolean'],queue,substring,hashtable,tree,multidimensional-array
['algorithm'],optimization,memory-management,data-structures,sorting,tree
['algorithm'],optimization,sorting,data-structures,hash,recursion
"['boolean-operations', 'boolean-expression', 'string', 'hashmap', 'arrays', 'memory-management', 'sorting']",partitioning,matrix-multiplication,stability,heuristics,code-complexity
"['optimization', 'string', 'hash']",recursion,multidimensional-array,boolean,stack,string-concatenation
"['complexity-theory', 'boolean', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'hashtable', 'string-comparison', 'string', 'hash', 'hashmap', 'tree-traversal', 'treenode', 'red-black-tree', 'avl-tree', 'graph-traversal', 'tree', 'data-structures', 'multidimensional-array', 'sparse-matrix', 'array-merge', 'arrays', 'directed-graph', 'graph-algorithm', 'graph', 'dependency-graph', 'priority-queue', 'heap-memory', 'stack', 'memory-management', 'dynamic-allocation', 'fifo', 'stack-memory', 'heap', 'queue', 'dynamic-arrays', 'big-o', 'time-complexity', 'recursion', 'divide-and-conquer', 'asymptotic-complexity', 'set', 'quicksort', 'mergesort', 'combinatorics', 'binary-search', 'sorting', 'linked-list', 'list']",master-theorem,enqueue,automata-theory,recursive-backtracking,lifo
"['optimization', 'string', 'queue', 'set', 'quicksort', 'list']",binary-search,hashset,boolean-expression,boolean-operations,fibonacci
"['optimization', 'string', 'sorting', 'list']",hash,recursion,memory-management,boolean,substring
"['algorithm', 'optimization', 'data-structures', 'arrays', 'queue', 'big-o', 'set']",binary-tree,graph,fibonacci,quicksort,priority-queue
[],algorithm,string,arrays,optimization,data-structures
['arrays'],algorithm,list,optimization,sorting,hash
['tree'],graph,queue,partitioning,artificial-intelligence,graph-theory
"['boolean', 'string', 'hash']",multidimensional-array,queue,substring,string-concatenation,hashtable
"['data-structures', 'priority-queue']",fifo,binary-search-tree,tree-traversal,heap,partitioning
"['boolean-logic', 'string-comparison', 'string']",code-complexity,heuristics,boolean-expression,greedy,set-theory
"['algorithm', 'optimization', 'string', 'hash', 'multidimensional-array', 'queue', 'sorting']",graph,string-comparison,hashset,string-matching,artificial-intelligence
[],algorithm,string,arrays,probability,optimization
['optimization'],memory-management,hashtable,tree,boolean,recursion
['algorithm'],optimization,data-structures,sorting,memory-management,recursion
['hash'],recursion,boolean,multidimensional-array,set,substring
['arrays'],algorithm,hash,optimization,list,sorting
['memory-management'],hash,hashtable,boolean,substring,recursion
"['algorithm', 'string', 'arrays']",optimization,sorting,data-structures,recursion,hash
"['algorithm', 'data-structures']",optimization,memory-management,tree,boolean,hashtable
"['finite-automata', 'string', 'arrays', 'heap-memory', 'memory-management', 'recursion', 'list']",boolean-expression,string-substitution,set-theory,boolean-operations,heuristics
"['hash', 'sorting']",recursion,boolean,set,multidimensional-array,stack
"['algorithm', 'multidimensional-array']",queue,set,tree,string-concatenation,hashset
"['algorithm', 'string', 'arrays', 'graph', 'stack', 'recursion', 'sorting']",string-matching,string-comparison,artificial-intelligence,hashset,boolean-logic
"['hashcode', 'substring', 'string', 'hash', 'arrays']",string-matching,boolean-operations,mathematical-optimization,boolean-expression,boolean-logic
"['boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'string-concatenation', 'string', 'hash', 'tree', 'data-structures', 'arrays', 'graph', 'stack', 'big-o', 'sorting', 'list']",heuristics,boolean-logic,probability,graph-theory,combinatorics
['string'],algorithm,arrays,optimization,list,sorting
"['boolean', 'algorithm', 'optimization', 'string', 'data-structures', 'stack-memory', 'sorting']",substring,heap,multidimensional-array,bubble-sort,fibonacci
"['algorithm', 'string']",optimization,sorting,data-structures,recursion,hash
[],algorithm,string,arrays,optimization,probability
"['finite-automata', 'algorithm', 'optimization', 'string', 'hash', 'binary-tree', 'tree', 'graph', 'recursion', 'set-theory']",string-algorithm,subset-sum,amortized-analysis,backtracking,minimax
"['algorithm', 'optimization', 'string', 'hash', 'hashmap', 'breadth-first-search', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'memory-management', 'big-o', 'fibonacci', 'recursion', 'binary-search', 'sorting', 'linked-list', 'list']",heap,proof,dynamic-arrays,dynamic-programming,b-tree
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'string']",optimization,sorting,data-structures,tree,memory-management
"['algorithm', 'hashtable', 'string', 'hash', 'data-structures', 'heap-memory', 'time-complexity', 'fibonacci', 'set']",priority-queue,heap,fifo,b-tree,finite-automata
['optimization'],memory-management,hashtable,hash,linked-list,boolean
['sorting'],optimization,data-structures,boolean,recursion,hash
"['algorithm', 'string', 'hash', 'data-structures']",recursion,boolean,multidimensional-array,substring,stack
"['artificial-intelligence', 'heuristics', 'memory-management']",linear-programming,shortest-path,code-complexity,a-star,graph-algorithm
['arrays'],list,algorithm,optimization,recursion,sorting
[],algorithm,string,probability,arrays,optimization
['optimization'],memory-management,recursion,boolean,hash,substring
['string'],algorithm,arrays,optimization,memory-management,list
"['boolean', 'optimization', 'hashtable', 'string', 'hash', 'hashmap', 'data-structures', 'arrays', 'priority-queue', 'stack', 'memory-management', 'heap', 'list']",bubble-sort,singly-linked-list,b-tree,insertion-sort,variable-length-array
['string'],arrays,algorithm,optimization,sorting,list
"['algorithm', 'optimization', 'string', 'arrays', 'sorting']",recursion,boolean,hash,substring,memory-management
"['optimization', 'hashset', 'string', 'arrays', 'memory-management', 'list']",binary-search,boolean-expression,boolean-operations,probability,boolean-logic
"['optimization', 'string', 'graph']",artificial-intelligence,heuristics,graph-theory,code-complexity,probability
"['algorithm', 'optimization', 'string', 'hash', 'tree', 'arrays', 'queue']",graph,partitioning,artificial-intelligence,graph-theory,string-comparison
['hashmap'],stack,hashtable,multidimensional-array,queue,set
"['algorithm', 'string-matching', 'rabin-karp', 'data-structures', 'arrays', 'fibonacci-heap', 'quicksort', 'mergesort', 'binary-search', 'sorting', 'linked-list']",consistent-hashing,multiway-tree,lcs,lifo,induction
"['algorithm', 'list']",optimization,sorting,data-structures,recursion,memory-management
['probability'],heuristics,code-complexity,boolean-logic,finite-automata,fibonacci
['string'],algorithm,arrays,optimization,sorting,list
"['string', 'arrays']",algorithm,optimization,list,sorting,string-matching
"['optimization', 'string', 'arrays', 'sorting']",recursion,hash,boolean,substring,memory-management
['recursion'],multidimensional-array,set,string-concatenation,boolean,stack
"['optimization', 'string', 'data-structures', 'arrays', 'partitioning', 'sorting']",code-complexity,fifo,heuristics,shortest-path,greedy
"['optimization', 'substring', 'string']",stack,boolean-logic,string-concatenation,string-matching,hashcode
"['optimization', 'hash-function', 'stack', 'memory-management', 'heapalloc']",consistent-hashing,set-union,sparse-array,longest-substring,linear-search
['list'],algorithm,data-structures,optimization,sorting,hash
['data-structures'],optimization,memory-management,hash,boolean,recursion
[],algorithm,string,arrays,optimization,data-structures
"['complexity-theory', 'algorithm', 'optimization', 'hashtable', 'binary-tree', 'data-structures', 'arrays', 'graph', 'stack', 'queue', 'big-o', 'time-complexity', 'sorting', 'list']",priority-queue,binary-search,fifo,binary-search-tree,heap
['arrays'],algorithm,optimization,sorting,list,data-structures
['partitioning'],code-complexity,heuristics,shortest-path,fifo,greedy
"['heuristics', 'algorithm', 'string', 'graph']",linear-programming,shortest-path,code-complexity,greedy,sparse-matrix
"['arrays', 'dynamic-allocation']",static-array,set-intersection,radix-sort,divide-and-conquer,greatest-common-divisor
['heuristics'],code-complexity,shortest-path,linear-programming,backtracking,stability
"['string-concatenation', 'memory-management']",string-matching,hashcode,stack,boolean-expression,graph
"['string', 'sorting', 'list']",optimization,data-structures,recursion,hash,boolean
['arrays'],optimization,algorithm,hash,list,memory-management
